,Date,Adj close,Close,High,Low,Open,Volume,%Change,Hurst,IBR,CCI,SMA10,SMA50,SMA100,SMA200,RSI2,RSI5,RSI14,EMA8,EMA20,EMA100,VolumeEMADiff,AdjustedChange,Volatility,ER,Stoch,StochOscilator,ValueCharts,MACDHist,Sell,Buy,OneDayBuy,HoldLong,LongTradeIn,LongTradeOut,DaysInTrade,ProfitableCloses,RollingPnL,TradePnL,TradeEntry,RunningMax,Drawdown,DailyReturn
17,2022-06-03,12551.0,12551.0,12945.25,12503.0,12896.0,652955,-0.07974793989335927,,0.10853589598643301,,12318.85,,,,36.05586121664194,54.36697451488429,54.93073931220669,12489.204648337616,,,-0.040361628028612415,-0.026582646631119755,0.3937870453267277,0.30369032840537186,72.88514442916093,-9.888962516476198,-0.9983896940418596,,False,False,False,False,False,False,0,0,16159.476510341165,0.0,0.0,16159.476510341165,0.0,0.0
18,2022-06-06,12605.0,12605.0,12810.0,12527.0,12549.75,536936,0.012907338060712314,,0.2756183745583039,,12395.275,,,,46.044172238357575,56.74939603505211,55.97371122960786,12514.936948707034,,,-0.1720759671006938,0.004302446020237438,0.3103691254588813,0.3424442701915537,76.5990371389271,-6.326368516512275,-0.9226988382484315,,False,False,False,False,False,False,0,0,16159.476510341165,0.0,0.0,16159.476510341165,0.0,0.0
19,2022-06-07,12711.5,12711.5,12740.25,12412.5,12605.25,577970,0.02534708449028189,,0.9122807017543859,80.95745976087859,12462.9,,,,66.61431921649451,61.681313644724696,58.03627210127729,12558.617626772138,12403.101612428858,,-0.08672210195980026,0.008449028163427297,0.31672474102898823,0.3154518950437318,83.92365887207703,6.121045392021998,0.7335369091874667,,False,False,False,False,False,False,0,0,16159.476510341165,0.0,0.0,16159.476510341165,0.0,0.0
20,2022-06-08,12615.75,12615.75,12783.0,12579.25,12680.5,583652,-0.02259764779923701,,0.17914110429447852,81.3461573894942,12547.375,,,,39.52159526345536,54.67468480532831,55.51800158973404,12571.313709711663,12423.353839816586,,-0.0615303464212809,-0.007532549266412336,0.31669184105826176,0.42766738387545883,77.33837689133425,-1.9486474094452149,-0.7115832363212985,,False,False,False,False,False,False,0,0,16159.476510341165,0.0,0.0,16159.476510341165,0.0,0.0
21,2022-06-09,12275.0,12275.0,12726.0,12255.25,12625.0,690155,-0.08102966529932809,,0.04195432819968136,25.37810164310204,12580.65,,,,10.147383357516787,36.3210808329756,47.60193804463795,12505.466218664627,12409.224902691196,,0.08330559576634207,-0.027009888433109364,0.265014717911074,0.1551462874460893,53.90302613480055,-17.81866116460339,-5.110709117221413,,True,False,False,False,False,False,0,0,16159.476510341165,0.0,0.0,16159.476510341165,0.0,0.0
22,2022-06-10,11840.0,11840.0,12338.75,11823.0,12301.5,617395,-0.10631364562118129,,0.03296170625302957,-69.50000094030716,12536.725,,,,3.501940603986256,23.651596570777315,39.800088657330924,12357.584836739155,12355.013007196796,,-0.02420150532059525,-0.035437881873727095,0.30504115496510037,0.1958533050941924,19.265887509130753,-30.903209335957765,-9.154636313159356,,False,True,False,False,True,False,0,0,16159.476510341165,0.0,11840.0,16159.476510341165,0.0,0.0
23,2022-06-13,11296.5,11296.5,11772.5,11254.5,11768.0,530220,-0.13771114864864875,,0.08108108108108109,-162.72132515962625,12398.6,,,,1.3282647373570455,15.31066533435397,32.60885429790568,12121.788206352678,12254.202244606626,,-0.1306906615641725,-0.04590371621621625,0.3470856786551238,0.5784734582766202,2.4841046872689634,-22.73356808979779,-11.93516699410609,,False,False,True,True,False,False,1,0,13934.136438541225,-0.13771114864864875,11296.5,16159.476510341165,0.13771114864864872,-0.13771114864864875
24,2022-06-14,11314.25,11314.25,11505.5,11205.0,11334.25,378134,0.004713849422387728,,0.36356073211314477,-152.8280489704824,12265.375,,,,5.17283310226027,16.512608117915164,33.034408228638355,11942.335271607639,12164.682983215518,,-0.32285225323935407,0.0015712831407959094,0.3113039009235354,0.5611245656523113,6.277833644591294,-3.064774969072375,-8.836652146857494,,False,True,False,True,False,False,2,1,13999.819859543515,-0.13299729922626102,11296.5,16159.476510341165,0.13364644884477475,0.004713849422387728
25,2022-06-15,11593.75,11593.75,11759.25,11327.75,11329.75,265812,0.0741100824181895,,0.6164542294322132,-102.54001090962012,12169.65,,,,57.42060415145957,34.74233202081304,39.51167067652216,11864.871877917052,12110.308413385468,,-0.46126177526861245,0.024703360806063168,0.45994534404490206,0.3741815694322291,22.33874443327108,11.971850178227301,-2.269170579029734,,False,False,False,True,False,False,3,2,15037.34766317409,-0.05888721680807152,11296.5,16159.476510341165,0.06944091576536988,0.0741100824181895
26,2022-06-16,11124.75,11124.75,11737.75,11036.75,11608.5,146538,-0.12135849056603787,,0.12553495007132667,-126.48313985627449,11992.75,,,,20.15407673541283,23.82885022917783,33.63297726946118,11700.40034949104,12016.445707348757,,-0.6480138157295723,-0.04045283018867929,0.4884698041037821,0.6589681504935743,4.610951008645533,-6.464892020190436,-4.5740853349549075,,False,False,True,True,False,True,4,2,13212.437848654547,-0.1802457073741094,11124.75,16159.476510341165,0.18237216161059905,-0.12135849056603787
27,2022-06-17,11130.3896484375,11130.3896484375,11290.0,11130.25,11178.5,731831,0.001520838249174039,,0.0008741686228482004,-128.5043822456156,11850.68896484375,,,,21.381196033104175,24.186813374606956,33.76060224308101,11573.731304812476,11932.059416023876,,0.5044890397264785,0.000506946083058013,0.4793161367726749,0.6051872779229921,4.906452629682997,-5.712263394183541,-3.21610033829799,,False,False,False,True,False,True,5,3,13232.531829499616,-0.17872486912493535,11124.75,16159.476510341165,0.18112868192038692,0.001520838249174039
29,2022-06-21,11577.25,11577.25,11678.25,11273.75,11332.5,657209,0.12044331753252635,,0.7503090234857849,-78.13299832581521,11747.91396484375,,,,77.11559979952595,48.266448508557865,43.09780563377967,11574.513237076371,11898.268043069222,,0.25330167678430154,0.04014777251084212,0.4841761146945901,0.37505702034485905,28.320670683783074,15.707979243079205,2.2884591313055545,,False,False,False,False,False,False,0,0,13232.531829499616,0.0,0.0,16159.476510341165,0.18112868192038692,0.0
30,2022-06-22,11565.75,11565.75,11745.75,11320.5,11579.75,638960,-0.002979982292858785,,0.5767195767195767,-67.69930256285497,11633.33896484375,,,,74.40084380284048,47.778277849975815,42.93009023235414,11572.5658510594,11866.59965801501,,0.16207532093266397,-0.0009933274309529283,0.4857585682935634,0.43313486437954823,27.718103222425988,7.403027710461966,1.599316682375118,,True,False,False,False,False,False,0,0,13232.531829499616,0.0,0.0,16159.476510341165,0.18112868192038692,0.0
31,2022-06-23,11737.5,11737.5,11766.75,11460.5,11542.75,630125,0.04454964010116069,,0.9044897959183673,-52.060832845532445,11545.51396484375,,,,87.5218576975543,56.072436882701325,46.29166711586146,11609.217884157311,11854.30445248977,,0.10999228337641515,0.01484988003372023,0.4648893594287058,0.3227377124483234,36.717317264867695,5.798620207842113,3.6744084136722215,,False,False,False,False,False,False,0,0,13232.531829499616,0.0,0.0,16159.476510341165,0.18112868192038692,0.0
32,2022-06-24,12140.5,12140.5,12148.5,11684.75,11687.75,563303,0.10300319488817866,,0.9827493261455525,-9.390761554672588,11532.06396484375,,,,96.33573449415333,70.03255732481469,53.2500733618522,11727.280576566798,11881.561171300269,,-0.006012845549749217,0.034334398296059554,0.3005428993673224,0.04832045985270343,62.24446637529959,20.01783742110183,8.391588519465763,,True,False,False,False,False,False,0,0,13232.531829499616,0.0,0.0,16159.476510341165,0.18112868192038692,0.0
33,2022-06-27,12040.5,12040.5,12262.0,11994.25,12137.5,565803,-0.024710679131831448,,0.17273576097105509,5.077154242460996,11552.11396484375,,,,71.33108287624884,63.748673162374374,51.468160779996325,11796.884892885288,11896.698202605006,,-0.0012459941811528953,-0.008236893043943816,0.3364483828631225,0.08188686951194608,57.48031496062992,5.332948760364182,4.109772423025435,,False,False,True,False,False,False,0,0,13232.531829499616,0.0,12040.5,16159.476510341165,0.18112868192038692,0.0
34,2022-06-28,11674.25,11674.25,12174.25,11661.5,12076.25,634694,-0.09125451600847145,,0.024865919063871283,-25.570770476620943,11589.88896484375,,,,24.586260905056676,45.186629806172995,45.4671277096395,11769.632694466334,11875.51265949977,,0.09117487781291067,-0.030418172002823818,0.3868368330187167,0.16631810676940012,36.506800286327845,-15.570393587757941,-1.8679615335948374,40.87725510865437,True,False,False,True,False,True,1,0,12025.003541831935,-0.09125451600847145,12040.5,16159.476510341165,0.2558543877249611,-0.09125451600847145
35,2022-06-29,11691.0,11691.0,11749.0,11564.5,11680.5,590173,0.004304345032871693,,0.6856368563685636,-43.428704313679134,11627.56396484375,,,,28.850983321568805,46.08409725370769,45.77850056967306,11752.158762362704,11857.940025261696,,0.01134490990165894,0.0014347816776238975,0.38607317170550465,0.1659508864662482,38.73020571259435,-5.508901273923016,-2.2420749279538956,34.501977387783256,False,False,False,False,False,False,0,0,12025.003541831935,0.0,0.0,16159.476510341165,0.2558543877249611,0.0
36,2022-06-30,11529.5,11529.5,11696.75,11351.0,11691.5,738071,-0.041442134975622325,,0.5162689804772235,-57.71474422443936,11621.13896484375,,,,13.800957844859127,38.4889530229713,43.216304234150904,11702.679037393214,11826.66002285582,,0.19450214286968293,-0.013814044991874108,0.38140726078534615,0.0298524799628296,37.845622119815665,0.1514127469030484,-4.214567483798248,19.950649869315612,False,False,False,False,False,False,0,0,12025.003541831935,0.0,0.0,16159.476510341165,0.2558543877249611,0.0
37,2022-07-01,11611.25,11611.25,11629.75,11381.75,11507.5,605401,0.021271520881217754,,0.9254032258064516,-50.49297435026982,11669.78896484375,,,,43.590960889761185,44.297710382107894,44.8975141836802,11682.361473528055,11806.144782583839,,-0.015791709507703342,0.007090506960405918,0.23141709167072255,0.2756373937677054,46.888390124464394,5.733650805506265,-2.168805132317568,16.51571252456216,False,False,False,False,False,False,0,0,12025.003541831935,0.0,0.0,16159.476510341165,0.2558543877249611,0.0
38,2022-07-05,11808.5,11808.5,11815.75,11389.25,11606.0,790937,0.05096350522122939,,0.9830011723329426,-24.566688567617998,11737.6,,,,78.85509097218541,56.64581735039909,48.833873802505195,11710.392257188489,11806.369089004425,,0.20903932265159528,0.01698783507374313,0.29559558783801565,0.34657403862806824,62.98714548051418,13.746759572249431,2.4330422125181896,27.56167579331364,False,False,False,False,False,False,0,0,12025.003541831935,0.0,0.0,16159.476510341165,0.2558543877249611,0.0
39,2022-07-06,11880.25,11880.25,11974.25,11727.75,11820.25,649912,0.018228394800355652,,0.6186612576064908,17.95591531807753,11767.9,,,,85.46540715085159,60.61559789798078,50.22673950437701,11748.138422257713,11813.4053662421,,-0.0050892451926365136,0.006076131600118551,0.17845164435364327,0.1915902624091053,68.84309324627627,9.270216962524657,4.345822566752793,39.03300393440634,False,False,False,False,False,False,0,0,12025.003541831935,0.0,0.0,16159.476510341165,0.2558543877249611,0.0
40,2022-07-07,12138.5,12138.5,12168.5,11836.5,11901.25,550463,0.06521327413143685,,0.9096385542168675,68.43301100170726,11825.175,,,,95.52840438838435,72.10674026059439,54.977463241945905,11834.885439533777,11844.366759933328,,-0.12680074861593088,0.021737758043812283,0.21724736826410856,0.31327772460002734,89.92042440318302,16.00353669319186,6.901876465989054,61.98262675063171,True,False,False,False,False,False,0,0,12025.003541831935,0.0,0.0,16159.476510341165,0.2558543877249611,0.0
41,2022-07-08,12152.0,12152.0,12211.0,11952.5,12115.0,640445,0.003336491329241964,,0.7717601547388782,98.53207248518609,11866.625,,,,95.83023254557176,72.62858304175876,55.218090275445995,11905.355341859606,11873.665163749201,,0.012352213318190726,0.001112163776413988,0.1346189740084732,0.24820359281437127,90.28053898829246,7.265853442375217,5.678134303671837,75.16292098369546,True,False,False,False,False,False,0,0,12025.003541831935,0.0,0.0,16159.476510341165,0.2558543877249611,0.0
42,2022-07-11,11884.25,11884.25,12149.75,11853.0,12149.75,578336,-0.06610023041474666,,0.10530749789385004,76.11798976433194,11841.0,,,,26.058812657851774,49.61590901883694,49.56051126260475,11900.665265890806,11874.673243392135,,-0.06804949161522982,-0.022033410138248888,0.2715757457719287,0.16696530379540642,61.77586643055907,-18.88307684345245,-0.37774395128986904,63.40902707154301,True,False,True,False,False,False,0,0,12025.003541831935,0.0,11884.25,16159.476510341165,0.2558543877249611,0.0
43,2022-07-12,11779.0,11779.0,12025.5,11712.0,11900.5,607949,-0.026568778004501747,,0.21371610845295055,45.45924352260362,11814.85,,,,16.572663457694077,42.931830294183705,47.50024930731723,11873.628540137293,11865.561505926216,,-0.015884049698667295,-0.008856259334833916,0.26009737363191704,0.1698051948051948,48.698884758364315,-18.219545300707637,-3.1451891518397086,46.868873998075074,False,False,False,True,False,True,1,0,11705.513892225656,-0.026568778004501747,11884.25,16159.476510341165,0.2756254273005206,-0.026568778004501747
44,2022-07-13,11762.25,11762.25,11970.0,11479.25,11780.0,732270,-0.004266066728924489,,0.5766683647478349,11.646053046225793,11823.65,,,,14.851832989677249,41.81131660395014,47.164220341812495,11848.877753440116,11855.722314885625,,0.13846553653856256,-0.0014220222429748297,0.25371772742349424,0.07391852162956741,45.142700329308454,-6.729783510102159,-2.5650310375406336,33.73688816638588,False,False,False,False,False,False,0,0,11705.513892225656,0.0,0.0,16159.476510341165,0.2756254273005206,0.0
45,2022-07-14,11797.5,11797.5,11835.0,11511.25,11729.5,654560,0.008990626793342837,,0.8841698841698842,-0.9905505107037355,11834.3,,,,40.74748582216477,45.54976865924727,47.997959509330016,11837.460474897867,11850.177332515566,,0.01367355046645656,0.002996875597780946,0.1620963112440406,0.0880893300248139,49.01207464324918,1.3941880662751984,-1.0756720629734038,26.671101257661803,False,False,False,False,False,False,0,0,11705.513892225656,0.0,0.0,16159.476510341165,0.2756254273005206,0.0
46,2022-07-15,12007.5,12007.5,12021.5,11740.25,11810.5,560980,0.05340114431023535,,0.9502222222222222,61.08591547378666,11882.1,,,,87.1848005779059,63.17037277840747,52.77859714056695,11875.247036031673,11865.16044370456,,-0.10514821214944539,0.017800381436745116,0.23347470429686645,0.3801192842942346,72.06366630076839,16.657519209659718,2.6047772567409146,34.86923845482543,False,False,False,False,False,False,0,0,11705.513892225656,0.0,0.0,16159.476510341165,0.2756254273005206,0.0
47,2022-07-18,11907.0,11907.0,12186.5,11857.0,12043.5,553676,-0.025109306683322896,,0.15174506828528073,73.05110122283062,11911.675,,,,49.816158673639066,52.92478364075763,50.39105869368444,11882.303250246858,11869.145163351746,,-0.093264576978136,-0.008369768894440965,0.1730648160999775,0.2317335945151812,64.65116279069767,2.7421948791259183,1.0521207764198315,32.30988900841374,False,False,True,False,False,False,0,0,11705.513892225656,0.0,11907.0,16159.476510341165,0.2756254273005206,0.0
48,2022-07-19,12274.0,12274.0,12328.5,11889.5,11909.5,585591,0.09246661627613983,,0.8758542141230068,127.51608097652226,11958.225,,,,87.8500555890943,72.95062434256656,57.88358993908131,11969.346972414221,11907.702766842058,,-0.03218093171708384,0.030822205425379945,0.25074783290277014,0.3219225449515906,94.42455242966751,17.378091922622986,5.258481963256001,52.903237730148895,False,False,False,True,False,True,1,1,12787.88315361311,0.09246661627613983,11907.0,16159.476510341165,0.2086449616465251,0.09246661627613983
49,2022-07-20,12465.25,12465.25,12517.5,12235.75,12330.5,643607,0.046745152354570774,,0.8145519077196096,189.4785257767819,12016.725,,,,93.21194361400948,78.81976586441544,61.17442812459945,12079.54764521106,11960.80250333329,,0.04885546185109729,0.015581717451523591,0.2376487466838544,0.3736825295432769,95.52078868409772,10.655287382610084,6.8414892010270405,75.59218015652348,False,False,False,False,False,False,0,0,12787.88315361311,0.0,0.0,16159.476510341165,0.2086449616465251,0.0
50,2022-07-21,12640.0,12640.0,12655.25,12373.5,12440.0,605066,0.04205691823268709,,0.9458740017746229,204.27780540361363,12066.875,12020.52779296875,,,96.2423679188256,83.02626269853278,63.94649141378366,12204.092612941935,12025.487979206311,,-0.010886054202667684,0.01401897274422903,0.224546295970109,0.3383940620782726,98.80251276010993,2.5532281354848863,7.1203316286998355,97.17992694258557,True,False,False,False,False,False,0,0,12787.88315361311,0.0,0.0,16159.476510341165,0.2086449616465251,0.0
51,2022-07-22,12423.5,12423.5,12698.5,12343.75,12559.25,634548,-0.05138449367088593,,0.2248062015503876,158.24650681920906,12094.025,12022.01779296875,,,45.69506372751118,63.49672836250211,58.38475804809322,12252.849810065949,12063.393885948568,,0.028779337410857624,-0.017128164556961978,0.3083095815594896,0.16112759643916913,78.9956081726179,-12.110695032990606,1.7033496368756376,91.75564659677694,False,False,False,False,False,False,0,0,12787.88315361311,0.0,0.0,16159.476510341165,0.2086449616465251,0.0
52,2022-07-25,12354.5,12354.5,12498.5,12266.5,12444.5,491612,-0.016661971264136488,,0.3793103448275862,108.4262954538231,12141.05,12029.71279296875,,,34.23428463023674,58.05637032479329,56.692392777323256,12275.438741162405,12091.118277762991,,-0.16531362305227898,-0.005553990421378829,0.300011189021138,0.31640033641715726,71.7859339758048,-11.408750993706079,-0.41253736039012684,78.88907642781967,False,False,True,False,False,False,0,0,12787.88315361311,0.0,12354.5,16159.476510341165,0.2086449616465251,0.0
53,2022-07-26,12112.5,12112.5,12334.0,12072.0,12311.25,536287,-0.05876401311263113,,0.15458015267175573,51.98185207329541,12174.4,12033.01779296875,,,12.406850716888655,42.20368618675604,51.09804033669997,12239.230132015204,12093.154632261754,,-0.07099285109312549,-0.019588004370877043,0.26505308490882934,0.20548367221195318,51.937666598318636,-15.63540298392848,-5.0809877854487455,50.8120500448242,True,False,False,True,False,True,1,0,12036.415820291393,-0.05876401311263113,12354.5,16159.476510341165,0.2551481594970754,-0.05876401311263113
54,2022-07-27,12619.0,12619.0,12690.0,12191.75,12192.0,634889,0.1254489164086685,,0.8575012543903663,120.28097794119921,12260.075,12037.74279296875,,,76.12562909444425,66.28726455486587,59.99577857877985,12323.623436011825,12143.235143474922,,0.07594915693605711,0.04181630546955617,0.40598439024305877,0.4055141403384215,93.47959811359442,21.078531884355144,3.171527244819647,62.324958927706916,False,False,False,False,False,False,0,0,12036.415820291393,0.0,0.0,16159.476510341165,0.2551481594970754,0.0
55,2022-07-28,12737.5,12737.5,12948.0,12449.0,12580.0,645261,0.028171804421903257,,0.5781563126252505,148.79667914668465,12354.075,12047.59779296875,,,82.18837887659839,69.94931381425612,61.74932029901017,12415.596005786974,12199.83179647731,,0.07126185027521778,0.009390601473967752,0.3991361178538055,0.42805100182149364,85.66808510638297,8.639635166950967,3.9043878656554614,73.1452417932286,False,False,False,False,False,False,0,0,12036.415820291393,0.0,0.0,16159.476510341165,0.2551481594970754,0.0
56,2022-07-29,12971.5,12971.5,13012.0,12744.25,12920.25,592416,0.055112855740922395,,0.8487394957983193,167.84747235472483,12450.475,12055.82279296875,,,91.10716187958307,76.30306134188301,65.0108810886359,12539.130226723202,12273.324006336614,,-0.012858138762634017,0.0183709519136408,0.371774246413068,0.43423423423423424,97.35769042570543,5.189232543811158,6.408470722001131,90.1684103511142,False,False,False,False,False,False,0,0,12036.415820291393,0.0,0.0,16159.476510341165,0.2551481594970754,0.0
57,2022-08-01,12962.5,12962.5,13108.75,12851.75,12981.0,622511,-0.002081486335427707,,0.43093385214007784,156.39908785340586,12556.025,12076.36279296875,,,87.72808969603697,75.53523709536074,64.78208290965243,12633.21239856249,12338.959815256936,,0.02876428905676087,-0.0006938287784759023,0.3613351802451457,0.49588912379610056,91.02485424976987,-0.32535567751621386,4.517236547085207,94.4738405117779,False,False,True,False,False,False,0,0,12036.415820291393,0.0,12962.5,16159.476510341165,0.2551481594970754,0.0
58,2022-08-02,12924.5,12924.5,13097.0,12814.75,12974.25,674564,-0.008794599807135817,,0.3888396811337467,130.90229079008878,12621.075,12097.28779296875,,,66.80502987698999,71.72592031965797,63.7617254519995,12697.942976659715,12394.725547137228,,0.08705829917757367,-0.0029315332690452722,0.2876537472282626,0.3614893025840511,88.46635367762129,-3.816612440077563,1.8536095330469673,88.51630362185614,False,False,False,True,False,True,1,0,11930.560360039652,-0.008794599807135817,12962.5,16159.476510341165,0.26169883334990723,-0.008794599807135817
59,2022-08-03,13271.5,13271.5,13310.25,12867.25,12921.0,690056,0.08054470192270524,,0.912528216704289,147.80595061644584,12701.7,12125.90279296875,,,93.80198774278742,82.05553163156969,68.62192687031326,12825.400092957556,12478.227875981302,,0.08501315362061806,0.02684823397423508,0.20012206677032884,0.4123513617184503,97.53184713375796,5.190828780041585,5.020011435105785,100.80649574831165,False,False,False,False,False,False,0,0,11930.560360039652,0.0,0.0,16159.476510341165,0.26169883334990723,0.0
60,2022-08-04,13327.0,13327.0,13356.0,13184.75,13247.0,542680,0.012545680593753605,,0.8306569343065694,149.82123903692542,12770.4,12151.73779296875,,,95.08155675708417,83.27700259143694,69.33043137546332,12936.866738966988,12559.063316364036,,-0.11795686619156803,0.004181893531251202,0.20480573099368216,0.3741830065359477,98.0653769179453,3.3775176748371223,5.1420404573439,105.0571313274126,True,False,False,False,False,False,0,0,11930.560360039652,0.0,0.0,16159.476510341165,0.26169883334990723,0.0
61,2022-08-05,13228.75,13228.75,13384.5,13085.0,13327.25,687792,-0.02211675545884295,,0.47996661101836396,122.79219354352753,12850.925,12180.89279296875,,,54.93063739549002,72.37533957605739,66.46914897855095,13001.729685863214,12622.843000519842,,0.08935912484572077,-0.007372251819614317,0.2131977970667242,0.468781836704992,89.58193979933111,-5.47778148434702,2.1120096352374396,93.99449100869128,False,False,False,False,False,False,0,0,11930.560360039652,0.0,0.0,16159.476510341165,0.26169883334990723,0.0
