,Date,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,,Es=f,Nq=f,Spy,Es=f,Nq=f,Spy,Es=f,Nq=f,Spy,Es=f,Nq=f,Spy,Es=f,Nq=f,Spy
152,2022-12-07,3936.75,11509.5,393.1600036621094,3961.5,11596.25,395.6400146484375,3914.0,11422.5,391.9700012207031,3944.5,11566.0,392.94000244140625,1756473,634691,65927900.0
153,2022-12-08,3965.75,11645.5,396.239990234375,3977.25,11685.75,397.3599853515625,3916.0,11433.0,393.2699890136719,3935.75,11500.0,395.1400146484375,1708915,600826,60737900.0
154,2022-12-09,3936.25,11569.75,393.2799987792969,3990.0,11748.0,397.6199951171875,3930.0,11517.0,393.1499938964844,3964.75,11641.5,394.94000244140625,1739761,504052,81447700.0
155,2022-12-12,3991.75,11711.75,398.95001220703125,3992.75,11716.0,398.95001220703125,3924.5,11522.75,393.4100036621094,3933.0,11553.0,394.1099853515625,1619977,354886,75405800.0
156,2022-12-13,4022.25,11839.75,401.9700012207031,4145.0,12229.5,410.489990234375,3985.0,11680.5,399.07000732421875,3989.25,11691.25,410.2200012207031,1419560,407612,123782500.0
157,2022-12-14,3998.0,11750.75,399.3999938964844,4073.0,11948.5,405.5,3965.25,11613.75,396.30999755859375,4021.75,11839.0,401.6099853515625,712439,197122,108111300.0
158,2022-12-15,3897.0,11347.25,389.6300048828125,4010.25,11779.5,395.25,3878.5,11298.25,387.8900146484375,4004.25,11758.75,394.29998779296875,560669,182838,117705900.0
159,2022-12-16,3871.469970703125,11327.0400390625,383.2699890136719,3904.25,11381.25,386.5799865722656,3842.0,11206.5,381.0400085449219,3890.5,11340.25,385.17999267578125,1965701,665526,119858000.0
160,2022-12-19,3845.5,11193.25,380.0199890136719,3899.0,11411.0,383.82000732421875,3827.25,11131.75,378.2799987792969,3874.0,11328.75,383.4700012207031,1405774,562529,79878100.0
161,2022-12-20,3849.25,11175.75,380.5400085449219,3866.5,11247.0,382.2300109863281,3803.5,11043.5,377.8500061035156,3842.75,11182.5,379.2300109863281,1541868,625090,74427200.0
162,2022-12-21,3905.75,11334.5,386.2300109863281,3918.75,11389.75,387.4100036621094,3855.5,11181.0,382.69000244140625,3857.25,11206.5,383.25,1522069,631322,78167400.0
163,2022-12-22,3849.25,11054.25,380.7200012207031,3919.75,11384.75,386.2099914550781,3788.5,10870.5,374.7699890136719,3915.0,11357.0,383.04998779296875,1842326,714500,100120900.0
164,2022-12-23,3869.75,11075.25,382.9100036621094,3872.5,11143.0,383.05999755859375,3821.25,10916.25,378.0299987792969,3850.0,11061.0,379.6499938964844,1374913,534525,59857300.0
165,2022-12-27,3855.0,10915.5,381.3999938964844,3900.5,11183.75,383.1499938964844,3837.25,10896.0,379.6499938964844,3878.0,11104.0,382.7900085449219,1006414,499799,51638200.0
