,Date,Open,High,Low,Close,Volume,IBR,CCI,SMA50,SMA200,RSI2,RSI5,EMA8,ER,EMA_100,Stoch,StochAboveSlow,Sell,Buy,LongTradeIn,LongTradeOut,HoldLong,DaysInTrade,ProfitableCloses,RollingPnL,TradePnL,RunningMax,Drawdown
20,2022-05-18,12572.0,12594.0,11862.75,11935.5,735386.0,0.09948717948717949,-95.88494947668171,,,24.075275035065573,34.86442465191102,12319.288286781124,0.4682021565319445,12783.32350171322,13.208305425318152,False,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
21,2022-05-19,11907.0,12076.75,11704.0,11878.25,827741.0,0.4674714956405097,-117.82896215589548,,,21.340800800481517,33.48108169268701,12221.27977860754,0.3508819052735249,12732.976294802005,10.14065639651708,False,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
22,2022-05-20,11898.0,12096.75,11491.25,11840.75,806781.0,0.5772089182493807,-115.14399335751419,,,18.576683148245294,32.427597731751575,12136.717605583643,0.32052483598875353,12685.060374145502,16.933139534883722,True,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
23,2022-05-23,11866.0,12075.5,11783.75,12035.25,660213.0,0.8620394173093402,-85.64305432029701,,,65.25689300565543,43.87666853337181,12114.169248787277,0.06716101694915254,12651.307390422391,26.356589147286822,True,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
24,2022-05-24,11915.0,11918.0,11576.25,11771.0,717429.0,0.5698610095098756,-106.41493203020235,,,25.51298139310647,34.07250845602799,12037.909415723438,0.2341028756581612,12607.005637106831,13.6015558526802,False,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
25,2022-05-25,11808.0,12036.0,11672.0,11942.25,671096.0,0.742445054945055,-81.6493313521548,,,58.37287753417606,44.17702074962711,12016.651767784897,0.012162759840778416,12574.542479366379,31.37391304347826,True,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
26,2022-05-26,11887.5,12343.0,11848.25,12279.25,611884.0,0.8711470439615968,-36.20329881970284,,,84.78685750658536,59.46086533175713,12075.006930499365,0.12890700834789362,12560.528808102341,68.760907504363,True,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
27,2022-05-27,12250.0,12720.25,12222.0,12677.75,615992.0,0.9147014550928249,34.78505887646173,,,93.91637907560803,71.14026229074645,12208.94983483284,0.1162103604490841,12565.942061515452,96.54190398698128,True,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
28,2022-05-31,12705.25,12883.0,12480.0,12646.5,832388.0,0.413151364764268,64.2415030509031,,,85.83738557085992,69.1863805886204,12306.183204869987,0.16521023953942635,12569.566604904758,83.00700556852883,True,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
29,2022-06-01,12662.5,12823.5,12454.75,12551.0,682211.0,0.26101694915254237,62.08979768473453,,,56.258249769013865,62.6168083292069,12360.586937121101,0.004182208658302249,12568.751764302135,76.14514100952039,False,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
30,2022-06-02,12549.75,12903.75,12442.5,12893.75,620008.0,0.978319783197832,106.04266811207607,,,87.40703436794303,73.784415561785,12479.067617760857,0.4965669128125405,12582.679642895442,99.29203539823008,True,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
31,2022-06-03,12896.0,12945.25,12503.0,12551.0,652955.0,0.10853589598643301,98.18709798605937,,,36.05583934664308,53.72325395896043,12495.052591591777,0.30369032840537186,12581.35259682161,72.88514442916093,False,False,False,False,False,False,0,0,6790.0,0.0,23775.0,16985.0
32,2022-06-06,12549.75,12810.0,12527.0,12605.0,536936.0,0.2756183745583039,95.52783474421639,,,46.044090983646775,56.07520094088798,12519.485349015828,0.3424442701915537,12582.32176929825,76.5990371389271,False,False,True,True,False,False,0,0,6790.0,0.0,23775.0,16985.0
33,2022-06-07,12605.25,12740.25,12412.5,12711.5,577970.0,0.9122807017543859,80.95745976087859,,,66.61418891273918,60.96593807821739,12562.155271456755,0.3154518950437318,12587.50623084044,83.92365887207703,True,False,False,False,False,True,1,0,8920.0,2130.0,23775.0,14855.0
34,2022-06-08,12680.5,12783.0,12579.25,12615.75,583652.0,0.17914110429447852,81.3461573894942,,,39.52158048951921,54.18565184682226,12574.065211133033,0.42766738387545883,12588.617183080436,77.33837689133425,False,False,False,False,False,True,2,0,7005.0,215.0,23775.0,16770.0
35,2022-06-09,12625.0,12726.0,12255.25,12275.0,690155.0,0.04195432819968136,25.37810164310204,,,10.147396972291986,36.251140813098175,12507.606275325692,0.1551462874460893,12576.517568486717,53.90302613480055,False,False,False,False,True,True,3,0,190.0,-6600.0,23775.0,23585.0
