,Date,Open,High,Low,Close,Adj close,Volume,IBR,CCI,SMA50,SMA200,RSI2,RSI5,EMA8,ER,EMA_100,Stoch,StochAboveSlow,Sell,Buy,LongTradeIn,LongTradeOut,HoldLong,DaysInTrade,ProfitableCloses,RollingPnL,TradePnL,RunningMax,Drawdown,DailyReturn
0,2003-04-21,1084.0,1092.0,1072.5,1084.5,1084.5,217324,0.6153846153846154,,,,,,,,1084.5,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,
1,2003-04-22,1083.5,1106.5,1073.5,1104.0,1104.0,263773,0.9242424242424242,,,,100.0,,,,1094.3475,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
2,2003-04-23,1106.5,1118.0,1098.5,1113.5,1113.5,274649,0.7692307692307693,,,,100.0,,,,1100.8597713409556,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
3,2003-04-24,1113.5,1118.0,1098.5,1108.0,1108.0,244992,0.48717948717948717,,,,63.63636363636363,,,,1102.6987336266375,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
4,2003-04-25,1109.5,1112.5,1082.0,1085.5,1085.5,199781,0.11475409836065574,,,,16.008316008316,37.38944232380599,,,1099.1200351377324,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
5,2003-04-28,1085.0,1113.5,1081.5,1107.0,1107.0,223880,0.796875,,,,65.44054747647561,61.482839101361705,,,1100.49989554791,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
6,2003-04-29,1106.5,1129.5,1103.5,1116.5,1116.5,246101,0.5,,,,77.26505346088913,68.23438067374997,,,1102.9250305201858,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
7,2003-04-30,1116.5,1119.0,1105.5,1108.0,1108.0,236017,0.18518518518518517,,,,47.92321116928447,57.050049088302785,1103.0869801790477,,1103.6046864872042,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
8,2003-05-01,1107.0,1110.5,1095.0,1113.5,1113.5,106873,1.1935483870967742,,,,65.08307980341681,62.07759892262841,1105.4009845837038,,1104.7941546605591,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
9,2003-05-02,1112.5,1139.5,1111.0,1139.0,1139.0,240917,0.9824561403508771,,,,91.39015523111547,77.40552654847588,1112.8674324539918,,1108.5307127779074,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
10,2003-05-05,1138.0,1155.5,1134.5,1138.5,1138.5,260912,0.19047619047619047,,,,88.76744577097696,76.64621818752899,1118.563558575327,0.421875,1111.535725609948,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
11,2003-05-06,1138.0,1163.5,1134.5,1152.5,1152.5,247143,0.6206896551724138,,,,95.69152709995055,82.61503323558401,1126.104990003032,0.39591836734693875,1115.3372989063732,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
12,2003-05-07,1153.5,1159.5,1132.5,1139.5,1139.5,264143,0.25925925925925924,,,,44.61563135894789,63.713813431407125,1129.0816588912471,0.20634920634920634,1117.4270943938886,,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
13,2003-05-08,1138.0,1139.0,1117.5,1118.0,1118.0,293336,0.023255813953488372,,,,16.132937521974412,43.25526398333154,1126.6190680265256,0.07042253521126761,1117.473546410824,50.0,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
14,2003-05-09,1118.0,1146.0,1114.5,1143.5,1143.5,233240,0.9206349206349206,,,,66.64461041891013,61.556370686875944,1130.3703862428533,0.4,1119.4619600586207,77.77777777777777,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
15,2003-05-12,1144.5,1166.0,1134.0,1160.0,1160.0,233240,0.8125,,,,81.25495705037376,69.50996554628144,1136.9547448555527,0.37857142857142856,1122.3931557372034,92.89940828402366,True,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
16,2003-05-13,1161.5,1168.0,1149.5,1154.5,1154.5,228247,0.2702702702702703,,,,62.8901662339063,63.99346730294246,1140.8536904432076,0.27941176470588236,1124.598901190919,84.39306358381504,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
17,2003-05-14,1153.0,1166.0,1141.5,1151.0,1151.0,222274,0.3877551020408163,,,,48.8408626414804,60.19348752644408,1143.1084259002726,0.3282442748091603,1126.3281060234226,80.34682080924856,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
18,2003-05-15,1151.5,1166.5,1150.0,1163.5,1163.5,254318,0.8181818181818182,,,,80.29061114714166,68.53470482715566,1147.639886811323,0.36231884057971014,1128.6563790047783,94.79768786127168,True,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
19,2003-05-16,1162.5,1166.0,1147.0,1156.5,1156.5,189278,0.5,92.43007441621761,,,47.55108373890004,59.76789992661604,1149.6088008532513,0.14644351464435146,1130.328739963542,84.24657534246575,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
20,2003-05-19,1154.0,1154.0,1112.5,1114.0,1114.0,263070,0.03614457831325301,-6.30977872947905,,,7.989890907748091,30.3266536731672,1141.695733996973,0.15170278637770898,1129.3859503023252,26.027397260273972,False,False,False,False,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
21,2003-05-20,1115.0,1125.5,1104.0,1118.5,1118.5,266844,0.6744186046511628,-49.81120676634912,,,21.77224503215635,34.5910629722501,1136.5411264420902,0.2236842105263158,1128.780389327157,32.19178082191781,False,False,True,True,False,False,0,0,15000.0,0.0,15000.0,0.0,0.0
22,2003-05-21,1119.5,1122.0,1104.5,1115.5,1115.5,237970,0.6285714285714286,-58.38636328953572,,,18.147736960052043,32.912374227896805,1131.86532056607,0.16901408450704225,1128.0671822798029,17.96875,False,False,True,False,False,True,1,0,14940.0,-60.0,15000.0,60.0,-0.0040000000000000036
23,2003-05-22,1114.0,1139.5,1110.5,1130.0,1130.0,195407,0.6724137931034483,-16.119746689695056,,,68.62992446279254,48.12275091579145,1131.450804884721,0.08888888888888889,1128.167578283999,40.625,True,False,False,False,True,True,2,1,15230.0,230.0,15230.0,0.0,0.019410977242302563
24,2003-05-23,1129.5,1137.0,1125.0,1130.5,1130.5,195407,0.4583333333333333,-8.112368705386265,,,69.90979097742856,48.624819357665864,1131.2395149103386,0.11818181818181818,1128.2849581590456,41.40625,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
25,2003-05-26,1129.5,1134.5,1129.5,1132.5,1132.5,121371,0.6,-10.047902792382699,,,77.31423595075856,50.99611915993878,1131.5196227080412,0.2879581151832461,1128.4907985619357,44.53125,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
26,2003-05-27,1129.5,1175.5,1122.5,1172.5,1172.5,278679,0.9433962264150944,93.18181818181723,,,97.90779553792186,77.24890556008,1140.6263732173654,0.13846153846153847,1130.5793396682625,95.8041958041958,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
27,2003-05-28,1172.5,1186.0,1165.5,1174.5,1174.5,258110,0.43902439024390244,155.45898967952257,,,98.08191446417673,77.98600127133952,1148.1538458357286,0.1828793774319066,1132.607587808364,85.97560975609755,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
28,2003-05-29,1172.5,1200.0,1170.5,1179.0,1179.0,392732,0.288135593220339,170.67238912732478,,,98.60452348518669,79.82440337609442,1155.0085467611223,0.12863070539419086,1134.694921646424,78.125,False,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
29,2003-05-30,1179.5,1202.5,1177.0,1199.0,1199.0,254548,0.8627450980392157,178.5278045644487,,,99.59219262532937,86.21836283486256,1164.7844252586506,0.31835205992509363,1137.5171063735766,96.44670050761421,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
30,2003-06-02,1198.5,1215.5,1180.0,1190.5,1190.5,319062,0.29577464788732394,159.65526683672732,,,62.182934732079495,73.79426049888477,1170.498997423395,0.7688442211055276,1139.787701191934,77.57847533632287,False,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
31,2003-06-03,1185.5,1202.0,1180.5,1201.5,1201.5,286886,0.9767441860465116,135.56843699409902,,,80.82497611550563,78.74814488602354,1177.3881091070848,0.7830188679245284,1142.3728017914154,87.4439461883408,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
32,2003-06-04,1200.5,1230.0,1196.0,1224.5,1224.5,304636,0.8382352941176471,172.8205128205128,,,93.73660070461415,85.7759301981376,1187.8574181943993,0.8650793650793651,1145.7387282522077,95.63492063492063,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
33,2003-06-05,1223.0,1235.0,1206.5,1234.0,1234.0,309377,0.9649122807017544,165.102713669795,,,95.97532813102725,87.85032772225179,1198.1113252623106,0.859504132231405,1149.2810214586978,99.23664122137404,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
34,2003-06-06,1231.0,1266.5,1208.5,1213.0,1213.0,435850,0.07758620689655173,146.20148013895175,,,37.19660703883621,62.61735029624903,1201.4199196484637,0.5830388692579506,1151.7873704357344,67.07692307692308,False,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
35,2003-06-09,1209.0,1223.0,1188.0,1197.5,1197.5,314456,0.2714285714285714,76.46336764956199,,,19.53529636469092,49.49984212385577,1200.5488263932496,0.41935483870967744,1153.5510021167547,57.407407407407405,False,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
