,Date,Open,High,Low,Close,Adj close,Volume,IBR,CCI,SMA50,SMA200,RSI2,RSI5,EMA8,ER,EMA_100,Stoch,StochAboveSlow,Sell,Buy,LongTradeIn,LongTradeOut,HoldLong,DaysInTrade,ProfitableCloses,RollingPnL,TradePnL,RunningMax,Drawdown,DailyReturn
36,2003-06-10,1198.0,1216.0,1194.0,1214.5,1214.5,266235,0.9318181818181818,78.54582693292353,,,60.58584855145126,60.767423912626505,1203.6490871947497,0.3181818181818182,1155.8591218389665,66.66666666666667,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
37,2003-06-11,1212.0,1231.5,1199.0,1229.0,1229.0,358967,0.9230769230769231,91.86351706036758,,,78.926151776897,68.30676859604986,1209.2826233736942,0.3771626297577855,1158.5797880898695,73.95833333333333,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
38,2003-06-12,1228.0,1240.0,1217.5,1233.0,1233.0,62101,0.6888888888888889,100.47977959880116,,,83.23120220718869,70.27642221730055,1214.5531515128732,0.375,1161.3007103348505,76.73611111111111,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
39,2003-06-13,1233.0,1236.0,1201.0,1207.0,1207.0,23632,0.17142857142857143,65.33209186840504,,,22.76756255997637,46.69690877974907,1212.8746733989015,0.05333333333333334,1162.9440085636563,58.68055555555556,False,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
40,2003-06-16,1201.5,1243.5,1201.5,1243.0,1243.0,15613,0.9880952380952381,86.8190661478599,,,74.35602608971482,66.27916366068854,1219.569190421368,0.29577464788732394,1165.776965545384,76.73267326732673,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
41,2003-06-17,1242.5,1252.0,1229.0,1236.5,1236.5,8426,0.32608695652173914,101.55592935239748,,,59.906123454750805,61.20442162956647,1223.3315925499528,0.2023121387283237,1168.2412489716683,68.75,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
42,2003-06-18,1236.0,1256.0,1225.5,1243.5,1243.5,6499,0.5901639344262295,103.02503141007071,,,71.73632338122096,64.82944543756776,1227.8134608721855,0.12101910828025478,1170.8247146409135,74.30167597765363,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
43,2003-06-19,1243.0,1255.5,1222.5,1223.0,1223.0,6329,0.015151515151515152,79.7706166816454,,,26.294154073684183,48.30614365127142,1226.7438029005887,0.06547619047619048,1172.5901321370566,49.71098265895954,False,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
44,2003-06-20,1222.5,1238.0,1222.5,1238.0799560546875,1238.0799560546875,255949,1.005158455141129,73.42033757637752,,,61.84913884336621,58.12087388344142,1229.2629480459439,0.15473817161096254,1174.7753954331154,66.95343727289244,True,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
45,2003-06-23,1221.0,1224.0,1191.5,1205.0,1205.0,273587,0.4153846153846154,-16.411761553337083,,,19.84647647494789,38.22202395220639,1223.8711818135118,0.041745539736399745,1175.770430855492,21.656050955414013,False,False,False,False,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
46,2003-06-24,1204.5,1213.5,1190.0,1194.5,1194.5,344736,0.19148936170212766,-57.99435061318221,,,13.867799522031376,33.65086371716866,1217.3442525216203,0.11550017412440801,1176.3790492486792,8.280254777070065,False,False,True,True,False,False,0,0,15230.0,0.0,15230.0,0.0,0.0
47,2003-06-25,1195.0,1216.0,1188.0,1189.5,1189.5,313060,0.05357142857142857,-74.31024128989031,,,10.776118204951032,31.41454231647242,1211.1566408501492,0.24135415625545423,1176.8000712110306,1.910828025477707,False,False,True,False,False,True,1,0,15130.0,-100.0,15230.0,100.0,-0.006565988181221227
48,2003-06-26,1190.0,1220.5,1189.0,1217.0,1217.0,269987,0.8888888888888888,-34.380620238828,,,74.15549948258507,52.92334730785236,1212.4551651056718,0.08548839235749217,1178.0743416021533,42.64705882352941,True,False,True,False,True,True,2,1,15680.0,450.0,15680.0,0.0,0.036351619299405113
49,2003-06-27,1218.5,1232.0,1199.0,1202.5,1202.5,263770,0.10606060606060606,-29.497488349337697,1167.2015991210938,,42.39669321706269,43.85810485562943,1210.2429061933003,0.025617683317512227,1178.839491562855,21.323529411764707,False,False,False,False,False,False,0,0,15680.0,0.0,15680.0,0.0,0.0
50,2003-06-30,1205.0,1222.0,1201.5,1204.5,1204.5,210563,0.14634146341463414,-44.74765392975499,1169.6015991210938,,48.4831193196979,45.468568856000985,1208.9667048170113,0.27177766403154563,1179.6341664388515,24.264705882352942,False,False,False,False,False,False,0,0,15680.0,0.0,15680.0,0.0,0.0
51,2003-07-01,1206.0,1223.5,1179.0,1223.0,1223.0,355733,0.9887640449438202,-55.84577401286678,1171.9815991210937,,82.56460338214626,59.05056522001474,1212.0852148576755,0.08785635638259842,1180.9623225305727,57.142857142857146,True,False,True,True,False,False,0,0,15680.0,0.0,15680.0,0.0,0.0
52,2003-07-02,1222.0,1249.0,1222.0,1248.5,1248.5,236588,0.9814814814814815,107.32336854248815,1174.6815991210938,,93.82546519915564,71.3467239964663,1220.1773893337477,0.02904276575619676,1183.008633586744,90.25974025974025,True,False,False,False,True,True,1,1,16190.0,510.0,16190.0,0.0,0.032525510204081565
53,2003-07-03,1247.5,1253.0,1228.0,1229.0,1229.0,166788,0.04,83.73614513824165,1177.1015991210938,,47.20091568694266,55.43520468676195,1222.1379694818038,0.03505493737438861,1184.3876419106875,64.93506493506493,False,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
54,2003-07-07,1233.0,1286.0,1233.0,1285.0,1285.0,267582,0.9811320754716981,199.48439939250525,1181.0915991210939,,86.30073149463234,75.24966185541155,1236.1073095969587,0.2212375220089803,1187.374002452125,99.06542056074767,True,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
55,2003-07-08,1284.0,1302.0,1273.5,1299.0,1299.0,287993,0.8947368421052632,242.33360640986075,1184.9315991210938,,90.00250299722713,78.26905031509132,1250.0834630198567,0.48704663212435234,1190.654853774849,97.5609756097561,True,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
56,2003-07-09,1298.0,1309.5,1287.0,1297.0,1297.0,301240,0.4444444444444444,219.39948110808777,1188.5415991210937,,83.55189721727123,76.60034160254261,1260.5093601265553,0.5555555555555556,1193.7508045882869,90.42145593869732,False,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
57,2003-07-10,1289.5,1290.0,1262.0,1272.5,1272.5,292834,0.375,124.51831747225512,1191.8315991210939,,30.316919845528403,57.74773105537364,1263.1739467650987,0.4068627450980392,1196.022226416439,71.64750957854406,False,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
58,2003-07-11,1273.0,1288.5,1266.0,1281.5,1281.5,236026,0.6888888888888889,116.53723385694678,1195.1915991210938,,52.535492556524346,62.03792717500802,1267.2464030395213,0.3477088948787062,1198.4656329368715,78.544061302682,False,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
59,2003-07-14,1284.0,1319.5,1283.5,1299.5,1299.5,337572,0.4444444444444444,148.8333331393859,1198.4015991210938,,79.14021243005821,69.72345124454424,1274.4138690307389,0.5132275132275133,1201.3285829531262,85.76512455516014,True,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
60,2003-07-15,1298.5,1314.0,1286.5,1298.0,1298.0,314736,0.41818181818181815,121.94825310466098,1201.5915991210939,,72.37862326092286,68.28343400995935,1279.6552314683524,0.4960212201591512,1204.0447220171238,84.69750889679716,True,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
61,2003-07-16,1306.5,1315.0,1278.0,1295.0,1295.0,318675,0.4594594594594595,98.52544122838603,1204.4415991210938,,53.943353368110486,64.93084822868539,1283.0651800309408,0.4161849710982659,1206.5792341148763,82.56227758007117,False,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
62,2003-07-17,1292.5,1293.5,1249.5,1255.0,1255.0,367984,0.125,35.27441432423297,1206.7515991210937,,6.922772718069908,35.70961789248959,1276.8284733573985,0.034666666666666665,1207.9177090085705,54.09252669039146,False,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
63,2003-07-18,1262.0,1270.0,1245.0,1258.5,1258.5,244300,0.54,17.11009446040818,1209.5615991210936,,19.24175838997776,38.72570453784718,1272.7554792779765,0.17201166180758018,1209.3050563972615,56.58362989323843,False,False,False,False,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
64,2003-07-21,1258.5,1263.0,1232.0,1241.5,1241.5,346889,0.3064516129032258,-8.476975601631898,1211.5215991210937,,8.418292018850238,30.140676890971733,1265.809817216204,0.3283018867924528,1210.1814016173175,44.48398576512456,False,False,True,True,False,False,0,0,16190.0,0.0,16190.0,0.0,0.0
65,2003-07-22,1239.0,1269.0,1237.5,1262.5,1262.5,369811,0.7936507936507936,8.769594006852126,1213.5715991210936,,61.67653079401721,47.95599149308026,1265.07430227927,0.2616487455197133,1211.5950257632717,41.53846153846154,False,False,True,False,True,True,1,1,16610.0,420.0,16610.0,0.0,0.02594193946880785
66,2003-07-23,1265.5,1276.5,1247.5,1273.0,1273.0,284793,0.8793103448275862,23.571373187563243,1215.9415991210938,,75.76822662361387,55.11070040459161,1266.835568439432,0.16216216216216217,1213.2422704729663,49.18032786885246,True,False,False,False,False,False,0,0,16610.0,0.0,16610.0,0.0,0.0
67,2003-07-24,1270.5,1291.0,1252.5,1254.0,1254.0,284315,0.03896103896103896,17.94071762870478,1218.0015991210937,,32.50824777654583,42.03863640535407,1263.983219897336,0.12982456140350876,1214.3280077711604,25.142857142857142,False,False,False,False,False,False,0,0,16610.0,0.0,16610.0,0.0,0.0
68,2003-07-25,1252.0,1281.0,1238.5,1280.5,1280.5,278520,0.9882352941176471,14.068477892391975,1220.3415991210939,,73.96808403043191,58.9954037342304,1267.653615475706,0.00625,1216.0787809797112,55.42857142857143,True,False,True,True,False,False,0,0,16610.0,0.0,16610.0,0.0,0.0
69,2003-07-28,1282.0,1288.0,1273.0,1283.5,1283.5,275341,0.7,52.96294778820275,1222.8815991210938,,77.14665576341517,60.625469941540665,1271.1750342588823,0.1103448275862069,1217.8508116021596,58.857142857142854,True,False,False,False,True,True,1,1,16670.0,60.0,16670.0,0.0,0.0036122817579771205
70,2003-07-29,1283.0,1289.0,1257.0,1273.5,1273.5,329378,0.515625,17.448063767024816,1226.0715991210936,,42.52802710741881,52.01052170270444,1271.691693312464,0.15960912052117263,1219.304019922365,47.42857142857143,False,False,False,False,False,False,0,0,16670.0,0.0,16670.0,0.0,0.0
71,2003-07-30,1273.0,1281.0,1262.0,1264.5,1264.5,181467,0.13157894736842105,-10.685663401602232,1228.9915991210937,,23.525675176783523,44.84192248664167,1270.0935392430274,0.19122257053291536,1220.47685326042,37.142857142857146,False,False,True,True,False,False,0,0,16670.0,0.0,16670.0,0.0,0.0
72,2003-07-31,1264.0,1301.0,1264.0,1279.0,1279.0,287433,0.40540540540540543,36.83086929630271,1232.2615991210937,,68.65487424982585,56.82591952089393,1272.072752744577,0.1791044776119403,1221.9862461826217,53.714285714285715,True,False,False,False,True,True,1,1,16960.0,290.0,16960.0,0.0,0.01739652069586084
73,2003-08-01,1278.5,1284.5,1260.0,1267.5,1267.5,239560,0.30612244897959184,-25.04687918564134,1235.0115991210937,,35.46120360558304,46.7551648628963,1271.0565854680044,0.06338028169014084,1223.153119984815,42.7710843373494,False,False,False,False,False,False,0,0,16960.0,0.0,16960.0,0.0,0.0
74,2003-08-04,1266.0,1279.0,1241.0,1265.5,1265.5,337121,0.6447368421052632,-69.34594168636752,1237.7115991210937,,30.35622608408191,45.02068288959345,1269.8217886973368,0.1889763779527559,1224.2325029057727,40.36144578313253,False,False,False,False,False,False,0,0,16960.0,0.0,16960.0,0.0,0.0
75,2003-08-05,1265.5,1268.0,1224.5,1216.0,1216.0,314135,-0.19540229885057472,-180.59029514757322,1239.3815991210938,,3.7356930644385216,20.96235381146998,1257.8613912090398,0.2990353697749196,1224.0238506242931,-11.11111111111111,False,False,True,True,False,False,0,0,16960.0,0.0,16960.0,0.0,0.0
76,2003-08-06,1214.5,1238.5,1211.5,1214.5,1214.5,326856,0.1111111111111111,-221.72373081464002,1240.2215991210937,,3.5471689545564544,20.546456240934305,1248.22552649592,0.3993174061433447,1223.7837998057746,3.35195530726257,False,False,True,False,False,True,1,0,16930.0,-30.0,16960.0,30.0,-0.00176886792452835
77,2003-08-07,1215.0,1227.0,1208.5,1219.5,1219.5,252709,0.5945945945945946,-194.76619476619481,1241.1215991210938,,27.828403587887806,26.613166371600457,1241.8420761634934,0.26037735849056604,1223.676405934131,11.891891891891891,True,False,True,False,True,True,2,1,17030.0,70.0,17030.0,0.0,0.005906674542232704
78,2003-08-08,1219.0,1229.0,1204.0,1210.5,1210.5,193047,0.26,-170.52194543297648,1241.7515991210937,,14.598342720977556,22.711360625653782,1234.8771703493837,0.6086956521739131,1223.3478074682196,6.701030927835052,False,False,False,False,False,False,0,0,17030.0,0.0,17030.0,0.0,0.0
79,2003-08-11,1209.5,1232.0,1208.5,1222.5,1222.5,246299,0.5957446808510638,-127.14455580091669,1242.2215991210937,,62.34121704469992,37.88849831203843,1232.1266880495207,0.49193548387096775,1223.32677255161,19.072164948453608,True,False,True,True,False,False,0,0,17030.0,0.0,17030.0,0.0,0.0
80,2003-08-12,1223.0,1244.0,1220.0,1242.5,1242.5,177288,0.9375,-67.75731031817556,1243.2615991210937,,86.84852232356326,55.92125714610422,1234.4318684829605,0.23134328358208955,1223.800107791627,39.69072164948454,True,False,False,False,True,True,1,1,17430.0,400.0,17430.0,0.0,0.0234879624192601
81,2003-08-13,1241.5,1250.5,1233.0,1243.0,1243.0,218005,0.5714285714285714,-37.23659003831379,1244.0915991210939,,87.26296791777726,56.31757795655705,1236.3358977089692,0.17131474103585656,1224.2717969596288,40.20618556701031,True,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
82,2003-08-14,1242.5,1255.5,1234.5,1245.5,1245.5,180990,0.5238095238095238,-22.967636512187564,1244.5115991210937,,90.31501873287168,58.64170731766684,1238.3723648847538,0.29515418502202645,1224.790842801874,42.78350515463917,True,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
83,2003-08-15,1240.0,1259.5,1220.0,1254.5,1254.5,100497,0.8734177215189873,-22.36325173768456,1244.9215991210938,,96.44622507628037,66.6310142618459,1241.956283799253,0.11711711711711711,1225.5138931696545,52.06185567010309,True,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
84,2003-08-18,1253.0,1285.0,1252.5,1287.0,1287.0,198927,1.0615384615384615,78.36318321451344,1246.4015991210938,,99.3622225631591,82.17432163141339,1251.96599851053,0.1519434628975265,1227.0035624521108,85.56701030927834,True,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
85,2003-08-19,1287.0,1303.5,1281.5,1302.5,1302.5,240856,0.9545454545454546,132.26187161024214,1248.5015991210937,,99.64223358584977,86.04850049340055,1263.1957766193011,0.8046511627906977,1228.8246108365042,98.99497487437186,True,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
86,2003-08-20,1299.5,1309.0,1288.5,1299.5,1299.5,204904,0.5365853658536586,127.87863038447759,1250.2015991210938,,85.167817654725,81.7499628478842,1271.263381815012,0.7798165137614679,1230.5220395868078,90.95238095238095,False,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
87,2003-08-21,1299.0,1321.0,1298.5,1313.5,1313.5,277284,0.6666666666666666,143.7908496732026,1251.8915991210938,,93.70396167356544,85.86805573198131,1280.6492969672315,0.7966101694915254,1232.5065769440112,93.58974358974359,False,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
88,2003-08-22,1314.0,1343.0,1305.5,1305.0,1305.0,271560,-0.013333333333333334,142.070381779147,1253.3315991210939,,55.157624425830996,73.31310774715348,1286.0605643078468,0.8042553191489362,1234.233257144305,72.66187050359713,False,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
89,2003-08-25,1305.5,1308.5,1296.0,1307.0,1307.0,167860,0.88,100.64967516241867,1255.3315991210939,,62.43043668607991,74.41342160889792,1290.7137722394364,0.786046511627907,1235.9595139557036,74.10071942446044,False,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
90,2003-08-26,1307.5,1311.5,1280.0,1308.5,1308.5,322370,0.9047619047619048,84.17238749046528,1256.6415991210938,,69.78187799703468,75.36562855246515,1294.6662672973393,0.7415730337078652,1237.6736816879297,75.17985611510791,True,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
91,2003-08-27,1308.5,1321.0,1302.5,1320.0,1320.0,182347,0.9459459459459459,104.06935598018406,1258.3115991210936,,92.44614357163906,81.84169209536965,1300.2959856757084,0.77,1239.6116738639857,83.45323741007195,True,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
92,2003-08-28,1319.5,1333.0,1308.5,1331.5,1331.5,234041,0.9387755102040817,112.66766020864354,1260.0715991210936,,96.97851134867216,86.33284427918335,1307.2302110811065,0.7889908256880734,1241.7667029199122,91.44981412639405,True,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
93,2003-08-29,1330.5,1346.0,1326.5,1342.0,1342.0,234041,0.7948717948717948,121.2517866546303,1262.4515991210938,,98.55821977726406,89.34154031620821,1314.9568308408607,0.7918552036199095,1244.1088933758472,96.82539682539682,True,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
94,2003-09-01,1341.0,1349.5,1340.0,1349.5,1349.5,122803,1.0,118.9460476787954,1264.68,,99.17465988047934,91.09237140423224,1322.6330906540027,0.7309941520467836,1246.562858983541,100.0,True,False,False,False,False,False,0,0,17430.0,0.0,17430.0,0.0,0.0
