Date,Open,High,Low,Close,Adj Close,Volume
2022-05-23,392.8299865722656,397.7300109863281,390.3800048828125,396.9200134277344,390.3072509765625,76414900
2022-05-24,392.55999755859375,395.1499938964844,386.9599914550781,393.8900146484375,387.3277282714844,91448800
2022-05-25,392.30999755859375,399.45001220703125,391.8900146484375,397.3699951171875,390.7497253417969,91472900
2022-05-26,398.6700134277344,407.0400085449219,398.45001220703125,405.30999755859375,398.55743408203125,82168300
2022-05-27,407.9100036621094,415.3800048828125,407.70001220703125,415.260009765625,408.3416748046875,84768700
2022-05-31,413.54998779296875,416.4599914550781,410.0299987792969,412.92999267578125,406.05047607421875,95937000
2022-06-01,415.1700134277344,416.239990234375,406.92999267578125,409.5899963378906,402.76611328125,86585800
2022-06-02,409.4200134277344,417.44000244140625,407.0400085449219,417.3900146484375,410.4361877441406,79609600
2022-06-03,412.3999938964844,414.0400085449219,409.510009765625,410.5400085449219,403.7003173828125,71874300
2022-06-06,414.7799987792969,416.6099853515625,410.54998779296875,411.7900085449219,404.92950439453125,57508900
2022-06-07,408.1000061035156,416.2200012207031,407.6099853515625,415.739990234375,408.81365966796875,59272400
2022-06-08,413.92999267578125,415.82000732421875,410.3800048828125,411.2200012207031,404.3689880371094,64350000
2022-06-09,409.3399963378906,411.739990234375,401.44000244140625,401.44000244140625,394.7519226074219,86289800
2022-06-10,394.8800048828125,395.7799987792969,389.75,389.79998779296875,383.30584716796875,132893900
2022-06-13,379.8500061035156,381.80999755859375,373.29998779296875,375.0,368.7524108886719,170004900
2022-06-14,376.8500061035156,377.94000244140625,370.5899963378906,373.8699951171875,367.6412658691406,104011800
2022-06-15,377.3599853515625,383.8999938964844,372.1199951171875,379.20001220703125,372.8824462890625,125666800
2022-06-16,370.510009765625,370.94000244140625,364.0799865722656,366.6499938964844,360.5415344238281,134473300
2022-06-17,365.510009765625,369.3800048828125,362.1700134277344,365.8599853515625,361.3187561035156,111113900
2022-06-21,371.8900146484375,376.5299987792969,371.80999755859375,375.07000732421875,370.4144592285156,76811900
2022-06-22,370.6199951171875,378.7200012207031,370.17999267578125,374.3900146484375,369.742919921875,90059400
2022-06-23,376.6400146484375,378.8299865722656,372.8900146484375,378.05999755859375,373.3673400878906,79292100
2022-06-24,381.3999938964844,390.0899963378906,381.3699951171875,390.0799865722656,385.2381286621094,98050300
2022-06-27,391.04998779296875,391.3599853515625,387.44000244140625,388.5899963378906,383.7666320800781,66009600
2022-06-28,390.2300109863281,393.1600036621094,380.5299987792969,380.6499938964844,375.9251708984375,86548900
2022-06-29,381.2300109863281,382.2699890136719,378.4200134277344,380.3399963378906,375.6190185546875,65676000
2022-06-30,376.239990234375,380.6600036621094,372.55999755859375,377.25,372.5673828125,112508300
2022-07-01,376.55999755859375,381.70001220703125,373.79998779296875,381.239990234375,376.50787353515625,74839700
2022-07-05,375.8800048828125,381.9800109863281,372.8999938964844,381.9599914550781,377.2189025878906,81438000
2022-07-06,382.1099853515625,385.8699951171875,379.6000061035156,383.25,378.492919921875,70426200
2022-07-07,385.1199951171875,389.8299865722656,383.2699890136719,388.989990234375,384.16168212890625,64525900
2022-07-08,387.2699890136719,390.6400146484375,385.6600036621094,388.6700134277344,383.84564208984375,72397800
2022-07-11,385.8500061035156,386.8699951171875,383.5,384.2300109863281,379.4607849121094,58366900
2022-07-12,383.6499938964844,386.1600036621094,378.989990234375,380.8299865722656,376.10296630859375,62219200
2022-07-13,375.1000061035156,381.9200134277344,374.6600036621094,378.8299865722656,374.1277770996094,84224600
2022-07-14,373.6099853515625,379.04998779296875,371.0400085449219,377.9100036621094,373.2192077636719,89704800
2022-07-15,382.54998779296875,385.25,380.5400085449219,385.1300048828125,380.3495788574219,79060400
2022-07-18,388.3800048828125,389.0899963378906,380.6600036621094,381.95001220703125,377.2090759277344,63203600
2022-07-19,386.0799865722656,392.8699951171875,385.3900146484375,392.2699890136719,387.4009704589844,78506000
2022-07-20,392.4700012207031,396.260009765625,391.0299987792969,394.7699890136719,389.8699035644531,71843800
2022-07-21,394.1600036621094,398.8399963378906,391.6300048828125,398.7900085449219,393.84002685546875,64903900
2022-07-22,398.9200134277344,400.17999267578125,392.75,395.0899963378906,390.1859436035156,72197300
2022-07-25,395.75,396.4700012207031,393.2099914550781,395.57000732421875,390.6600036621094,53631500
2022-07-26,393.8399963378906,394.05999755859375,389.95001220703125,390.8900146484375,386.0380859375,52946400
2022-07-27,394.3599853515625,402.8800048828125,394.04998779296875,401.0400085449219,396.0621032714844,82342100
2022-07-28,401.8900146484375,406.79998779296875,398.1499938964844,406.07000732421875,401.0296630859375,73966600
2022-07-29,407.5799865722656,413.0299987792969,406.7699890136719,411.989990234375,406.87615966796875,87003700
2022-08-01,409.1499938964844,413.4100036621094,408.3999938964844,410.7699890136719,405.67132568359375,69997500
2022-08-02,409.1199951171875,413.0,406.82000732421875,408.05999755859375,402.9949645996094,63435400
2022-08-03,410.29998779296875,415.67999267578125,410.0,414.45001220703125,409.3056335449219,67820600
2022-08-04,414.3699951171875,415.0899963378906,412.44000244140625,414.1700134277344,409.02911376953125,45656600
2022-08-05,409.6600036621094,414.1499938964844,409.6000061035156,413.4700012207031,408.33782958984375,56814900
2022-08-08,415.25,417.6199951171875,411.8299865722656,412.989990234375,407.8637390136719,53886100
2022-08-09,412.2200012207031,412.75,410.2200012207031,411.3500061035156,406.244140625,44931800
2022-08-10,418.7799987792969,420.1400146484375,416.7200012207031,419.989990234375,414.7768859863281,68665700
2022-08-11,422.989990234375,424.95001220703125,419.2099914550781,419.989990234375,414.7768859863281,59489700
2022-08-12,422.0299987792969,427.2099914550781,421.0299987792969,427.1000061035156,421.79864501953125,61694500
2022-08-15,424.7699890136719,429.4100036621094,424.7099914550781,428.8599853515625,423.5367736816406,54048300
2022-08-16,427.7300109863281,431.7300109863281,426.8800048828125,429.70001220703125,424.3663635253906,59289000
2022-08-17,425.9100036621094,429.5,424.5400085449219,426.6499938964844,421.35418701171875,63563400
2022-08-18,426.8599853515625,428.6099853515625,425.5,427.8900146484375,422.5788269042969,49023200
2022-08-19,424.9800109863281,425.260009765625,421.2200012207031,422.1400146484375,416.9002380371094,68016900
2022-08-22,417.04998779296875,417.2300109863281,412.3999938964844,413.3500061035156,408.21929931640625,77695600
2022-08-23,412.8999938964844,415.4200134277344,411.7699890136719,412.3500061035156,407.2317199707031,49105200
2022-08-24,412.1099853515625,415.1099853515625,411.3900146484375,413.6700134277344,408.53533935546875,49177800
2022-08-25,415.239990234375,419.55999755859375,414.0899963378906,419.510009765625,414.3028564453125,50942300
2022-08-26,419.3900146484375,419.9599914550781,405.25,405.30999755859375,400.2790832519531,103087000
2022-08-29,402.20001220703125,405.8399963378906,401.20001220703125,402.6300048828125,397.63238525390625,65370800
2022-08-30,403.8500061035156,404.1000061035156,396.0,398.2099914550781,393.2672119140625,85652400
2022-08-31,399.92999267578125,401.239990234375,395.0400085449219,395.17999267578125,390.27484130859375,76029700
2022-09-01,392.8900146484375,396.7799987792969,390.0400085449219,396.4200134277344,391.49945068359375,78740100
2022-09-02,400.2799987792969,401.55999755859375,390.3299865722656,392.239990234375,387.371337890625,99632100
2022-09-06,393.1300048828125,394.1199951171875,388.4200134277344,390.760009765625,385.9096984863281,76637400
2022-09-07,390.42999267578125,398.5899963378906,390.20001220703125,397.7799987792969,392.8425598144531,70964200
2022-09-08,395.3900146484375,400.8599853515625,394.1199951171875,400.3800048828125,395.4103088378906,80821700
2022-09-09,402.739990234375,407.510009765625,402.4599914550781,406.6000061035156,401.5531005859375,76706900
2022-09-12,408.7799987792969,411.7300109863281,408.4599914550781,410.9700012207031,405.8688659667969,69256300
2022-09-13,401.8299865722656,403.1000061035156,391.9200134277344,393.1000061035156,388.22064208984375,122947100
2022-09-14,394.4700012207031,396.20001220703125,391.1199951171875,394.6000061035156,389.7020568847656,85023700
2022-09-15,392.9599914550781,395.9599914550781,388.7799987792969,390.1199951171875,385.27764892578125,87633800
2022-09-16,384.1400146484375,386.25,382.1099853515625,385.55999755859375,382.3384094238281,103084800
2022-09-19,382.260009765625,388.54998779296875,382.17999267578125,388.54998779296875,385.30340576171875,73278500
2022-09-20,385.05999755859375,386.1199951171875,381.20001220703125,384.0899963378906,380.88067626953125,77274900
2022-09-21,386.1099853515625,389.30999755859375,377.3800048828125,377.3900146484375,374.2366638183594,106746600
2022-09-22,376.5799865722656,378.29998779296875,373.44000244140625,374.2200012207031,371.0931396484375,89472600
2022-09-23,370.5799865722656,370.6199951171875,363.2900085449219,367.95001220703125,364.87554931640625,122346900
2022-09-26,366.4100036621094,370.2099914550781,363.0299987792969,364.30999755859375,361.26593017578125,92581200
2022-09-27,368.0199890136719,370.3999938964844,360.8699951171875,363.3800048828125,360.34375,108294100
2022-09-28,364.3800048828125,372.29998779296875,362.6000061035156,370.5299987792969,367.4339904785156,110802200
2022-09-29,366.80999755859375,367.1099853515625,359.70001220703125,362.7900085449219,359.7586669921875,112952300
2022-09-30,361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,354.1955261230469,153711200
2022-10-03,361.0799865722656,368.54998779296875,359.2099914550781,366.6099853515625,363.5467224121094,89756500
2022-10-04,372.3999938964844,378.0,366.57000732421875,377.9700012207031,374.8117980957031,103602800
2022-10-05,373.3900146484375,379.4599914550781,370.95001220703125,377.0899963378906,373.93914794921875,88065700
2022-10-06,375.6199951171875,378.7200012207031,372.67999267578125,373.20001220703125,370.0816955566406,82333500
2022-10-07,368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,359.7586669921875,107789500
2022-10-10,363.9599914550781,364.2099914550781,357.6700134277344,360.0199890136719,357.01177978515625,76042800
2022-10-11,358.239990234375,363.0299987792969,355.7099914550781,357.739990234375,354.7508544921875,92482800
2022-10-12,358.1700134277344,359.82000732421875,356.29998779296875,356.55999755859375,353.5806884765625,76991800
2022-10-13,349.2099914550781,367.510009765625,348.1099853515625,365.9700012207031,362.9120788574219,147254500
2022-10-14,368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,354.64178466796875,123737000
2022-10-17,364.010009765625,367.9800109863281,357.2799987792969,366.82000732421875,363.7550048828125,93168200
2022-10-18,375.1300048828125,375.45001220703125,367.5199890136719,371.1300048828125,368.0289611816406,97162900
2022-10-19,368.989990234375,371.8500061035156,365.54998779296875,368.5,365.42095947265625,79746900
2022-10-20,368.0299987792969,372.6700134277344,364.6099853515625,365.4100036621094,362.3567810058594,88283100
2022-10-21,365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,371.16259765625,131038400
2022-10-24,375.8900146484375,380.05999755859375,373.1099853515625,378.8699951171875,375.7043151855469,85436900
2022-10-25,378.7900085449219,385.25,378.6700134277344,384.9200134277344,381.7037353515625,78846300
2022-10-26,381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,378.8279724121094,104087300
2022-10-27,383.07000732421875,385.0,379.3299865722656,379.9800109863281,376.8050231933594,81971800
2022-10-28,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,385.76947021484375,100302000
2022-10-31,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,382.9829406738281,96631300
2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,381.30706787109375,85407600
2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,371.73773193359375,126990400
2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,367.90997314453125,87100100
2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,373.2053527832031,103505200
2022-11-07,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,376.7752990722656,68286900
2022-11-08,381.1099853515625,385.1199951171875,377.7200012207031,382.0,378.8081359863281,84641100
2022-11-09,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,371.00390625,78495500
2022-11-10,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,391.3921203613281,141455800
2022-11-11,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,395.1802062988281,93839900
2022-11-14,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,391.8185119628906,71903500
2022-11-15,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,395.16033935546875,93194500
2022-11-16,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,392.145751953125,68508500
2022-11-17,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,390.94586181640625,74496300
2022-11-18,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,392.7209167480469,92922500
2022-11-21,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,391.2929382324219,51243200
2022-11-22,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,396.55859375,60429000
2022-11-23,399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,399.0575256347656,68261600
2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,398.96826171875,30545400
2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,392.6018981933594,67881600
2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,391.9276123046875,52310000
2022-11-30,395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,404.2735595703125,144566700
2022-12-01,408.7699890136719,410.0,404.75,407.3800048828125,403.97607421875,76398200
2022-12-02,402.25,407.8599853515625,402.1400146484375,406.9100036621094,403.510009765625,85342700
2022-12-05,403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,396.25115966796875,77289800
2022-12-06,399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,390.5392761230469,77972200
2022-12-07,392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,389.8748779296875,65927900
2022-12-08,395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,392.92913818359375,60737900
2022-12-09,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,389.993896484375,81447700
2022-12-12,394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,395.61651611328125,75405800
2022-12-13,410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,398.6112976074219,123782500
2022-12-14,401.6099853515625,405.5,396.30999755859375,399.3999938964844,396.0627746582031,108111300
2022-12-15,394.29998779296875,395.25,387.8900146484375,389.6300048828125,386.3743896484375,117705900
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,381.81280517578125,119858000
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,378.5751647949219,79878100
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,379.09320068359375,74427200
2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,384.7615661621094,78167400
2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,379.2724914550781,100120900
2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,381.4541931152344,59857300
2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,379.9499206542969,51638200
2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,375.2279357910156,70911500
2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,381.982177734375,66970900
2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,380.9759826660156,84022200
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,379.37213134765625,74850700
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,382.30096435546875,85934100
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,377.9375915527344,76970500
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,386.6044921875,104189600
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,386.3853454589844,73978100
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,389.0950012207031,65358100
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,394.0162353515625,68881100
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,395.45074462890625,90157700
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,396.9848937988281,63903900
2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,396.2576599121094,62677300
2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,390.0015563964844,99632300
2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,387.16241455078125,86958900
2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,394.3748779296875,91806400
2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,399.1068115234375,84178800
2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,398.6784362792969,59524900
2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,398.827880859375,84800300
2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,403.2111511230469,72287400
2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,404.1376037597656,68346200
2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,399.06695556640625,74202000
2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,404.9345703125,86811800
2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,409.2381286621094,101459200
2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,415.1954040527344,101654500
2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,410.7822570800781,94736800
2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,408.2718200683594,60295300
2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,413.6114501953125,90990700
2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,409.0887145996094,76227500
2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,405.542236328125,78694900
2023-02-10,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,406.4886474609375,70769700
2023-02-13,408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,411.2604064941406,64913500
2023-02-14,411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,411.0711669921875,88389300
2023-02-15,410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,412.40606689453125,61555700
2023-02-16,408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,406.72772216796875,76431500
2023-02-17,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,405.71160888671875,89257800
2023-02-21,403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,397.5726623535156,82655900
2023-02-22,399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,397.0247497558594,83742300
2023-02-23,401.55999755859375,402.20001220703125,396.25,400.6600036621094,399.1366882324219,96242400
2023-02-24,395.4200134277344,397.25,393.6400146484375,396.3800048828125,394.8729553222656,108194400
2023-02-27,399.8699951171875,401.2900085449219,396.75,397.7300109863281,396.21783447265625,80444700
2023-02-28,397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,394.75341796875,96438600
2023-03-01,395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,393.23919677734375,99706800
2023-03-02,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,396.2975158691406,85127800
2023-03-03,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,402.65325927734375,90120000
2023-03-06,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,402.9322204589844,72795900
2023-03-07,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,396.7557678222656,108310600
2023-03-08,398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,397.4033203125,74746600
2023-03-09,399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,390.0712890625,111945300
2023-03-10,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,384.4427795410156,189253000
2023-03-13,381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,383.89483642578125,157790000
2023-03-14,390.5,393.45001220703125,387.04998779296875,391.7300109863281,390.24066162109375,149752400
2023-03-15,385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,387.7999572753906,172996900
2023-03-16,386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,394.6039733886719,143254200
2023-03-17,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,389.989990234375,140553400
2023-03-20,390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,393.739990234375,93055800
2023-03-21,397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,398.9100036621094,91524200
2023-03-22,398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,392.1099853515625,111746600
2023-03-23,395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,393.1700134277344,119351300
2023-03-24,391.8399963378906,395.8399963378906,389.3999938964844,395.75,395.75,107682400
2023-03-27,398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,396.489990234375,74010400
2023-03-28,395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,395.6000061035156,62871700
2023-03-29,399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,401.3500061035156,77497900
2023-03-30,404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,403.70001220703125,69840000
2023-03-31,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,409.3900146484375,111974600
2023-04-03,408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,410.95001220703125,67391100
2023-04-04,411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,408.6700134277344,66601500
2023-04-05,407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,407.6000061035156,65200200
2023-04-06,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,409.19000244140625,63743300
2023-04-10,406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,409.6099853515625,63681000
2023-04-11,410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,409.7200012207031,59297900
2023-04-12,411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,408.04998779296875,86420400
2023-04-13,409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,413.4700012207031,85814800
2023-04-14,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,412.4599914550781,78129500
2023-04-17,412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,413.94000244140625,66436400
2023-04-18,415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,414.2099914550781,63560000
2023-04-19,412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,414.1400146484375,55227300
2023-04-20,411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,411.8800048828125,75840400
2023-04-21,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,412.20001220703125,73436100
2023-04-24,411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,412.6300048828125,64214300
